Folder,Subfolder,Filename,EntryIndex,Raw Transcription,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Norm_Age,Norm_Gender,Norm_Burn_Count,Norm_Region,Burn_Status
2024 Field Notes Images,G3 - Drinking & Smoking,IMG_2668.HEIC,3,"Q1: 37? | Q2: DUDE BRO LIS MALE | Q3: SAN DIEGO, CA US | Q4: FIRST BURN | Q5: I ENJOY TH COCKTAIL AND SMOKE REGULARLY | Q6: I SMOKE A LOT OF BOND HITS AT CAMP IVE HAD A FEW CLASSES OF MEAD | Q7: SMOKING IS A RECREATIAMAL ACTIVIT, ROLLING BLUNTS is MODSTATIVE AND CONCENTRATING | Q8: VEGALIZATION IN CALIFORNIA RAZ A TON OF LEGACY OPPERATORS jc THE TRADITIONAL MARKET, THESE ARE THE FAMILYS THAT TOOK THE RISKS to Get THE PLANT WHERE IT IS TODAY. | Q9: WHEN I STARTED SMOKING POT I CALMED DOWN QUITE A BIT AND STOPPED DRINKING SIMUCH",37?,DUDE BRO LIS MALE,"SAN DIEGO, CA US",FIRST BURN,I ENJOY TH COCKTAIL AND SMOKE REGULARLY,I SMOKE A LOT OF BOND HITS AT CAMP IVE HAD A FEW CLASSES OF MEAD,"SMOKING IS A RECREATIAMAL ACTIVIT, ROLLING BLUNTS is MODSTATIVE AND CONCENTRATING","VEGALIZATION IN CALIFORNIA RAZ A TON OF LEGACY OPPERATORS jc THE TRADITIONAL MARKET, THESE ARE THE FAMILYS THAT TOOK THE RISKS to Get THE PLANT WHERE IT IS TODAY.",WHEN I STARTED SMOKING POT I CALMED DOWN QUITE A BIT AND STOPPED DRINKING SIMUCH,,,,,,,37,O,1,Local/West,Virgin
2024 Field Notes Images,D2 - Boundaries of Humanity,IMG_3005.HEIC,1,Q1: 32 | Q2: M | Q3: SLC | Q4: 2 | Q5: intelligence | Q6: human judgement person | Q7: [Blank],32,M,SLC,2,intelligence,human judgement person,[Blank],,,,,,,,,32,M,2,US Other,Sophomore
2024 Field Notes Images,D2 - Boundaries of Humanity,IMG_3004.HEIC,1,"Q1: 65 | Q2: female | Q3: Silver City, New mexico | Q4: 9 | Q5: our brains are able to create and to destroy the earth. | Q6: actual emotions and the ability to self-reflect | Q7: I don't believe so | Q8: true/real emotions or feelings | Q9: I lived with a human for 25 years who had no ability to feel emotion. He was robotic and said he had a big empty, black hole inside him and that he only felt fear. Everything else he thought. I never saw any true emotion in him.",65,female,"Silver City, New mexico",9,our brains are able to create and to destroy the earth.,actual emotions and the ability to self-reflect,I don't believe so,true/real emotions or feelings,"I lived with a human for 25 years who had no ability to feel emotion. He was robotic and said he had a big empty, black hole inside him and that he only felt fear. Everything else he thought. I never saw any true emotion in him.",,,,,,,65,F,9,US Other,Veteran
2024 Field Notes Images,D2 - Boundaries of Humanity,IMG_3002.HEIC,1,Q1: 15 | Q2: M | Q3: Nevada USA | Q4: 1 | Q5: Eacul feachers | Q6: A soul | Q7: Mabey idts | Q8: Awarness of are surondings | Q9: Not really,15,M,Nevada USA,1,Eacul feachers,A soul,Mabey idts,Awarness of are surondings,Not really,,,,,,,15,M,1,Local/West,Virgin
2024 Field Notes Images,D2 - Boundaries of Humanity,IMG_2995.HEIC,1,"Q1: 32 | Q2: female | Q3: Austin, TX | Q4: 1 | Q5: Language, physiology, repradiction | Q6: Nothing | Q7: Abso-freakin-loutly | Q8: [Illegible] | Q9: Computers have souls. Everything has a soul",32,female,"Austin, TX",1,"Language, physiology, repradiction",Nothing,Abso-freakin-loutly,[Illegible],Computers have souls. Everything has a soul,,,,,,,32,F,1,US Other,Virgin
2024 Field Notes Images,K2 - Diversity & Inclusion,IMG_3104.HEIC,1,No entries found,,,,,,,,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,D2 - Boundaries of Humanity,IMG_2999.HEIC,1,Q1: 51 | Q2: female | Q3: Reno | Q4: 13 | Q5: Vanity | Q6: Soul | Q7: Nope-I hope not | Q8: hunian connection | Q9: al will offer appreciation which al dart thinh Al could,51,female,Reno,13,Vanity,Soul,Nope-I hope not,hunian connection,al will offer appreciation which al dart thinh Al could,,,,,,,51,F,13,Local/West,Elder
2024 Field Notes Images,D2 - Boundaries of Humanity,IMG_2999.HEIC,2,"Q1: 64 | Q2: M | Q3: San Diego | Q4: 12 | Q5: Sentience, over-thinking | Q6: Consousness, Thinking not computing | Q7: NO | Q8: Ability to experience Oneness, To reflect dream, feel, and consously observe thoughts feelings, moods, smells attraction. | Q9: I practice the non-dual thes teachings of Rupert Spira, The Buhdda, Tolle,",64,M,San Diego,12,"Sentience, over-thinking","Consousness, Thinking not computing",NO,"Ability to experience Oneness, To reflect dream, feel, and consously observe thoughts feelings, moods, smells attraction.","I practice the non-dual thes teachings of Rupert Spira, The Buhdda, Tolle,",,,,,,,64,M,12,US Other,Elder
2024 Field Notes Images,D2 - Boundaries of Humanity,IMG_2994.HEIC,1,"Q1: 24 | Q2: Male | Q3: Tahoe | Q4: 1 time | Q5: Not many, but self control is a big one. Also self expression. Intelligena | Q6: The human brain can be created in a machine. However the human brain is vastly more efficient than machines of the equivalent processing powe | Q7: Yes, but it might not be quite prfect because humans Subconciously absoro data that influences their decision. | Q8: I think they could experience any thing if bio-engineering atkanees, But currently that seems like the man hindering foader. And it goes both ways... making animals intell and computas less robotic | Q9: [Blank]",24,Male,Tahoe,1 time,"Not many, but self control is a big one. Also self expression. Intelligena",The human brain can be created in a machine. However the human brain is vastly more efficient than machines of the equivalent processing powe,"Yes, but it might not be quite prfect because humans Subconciously absoro data that influences their decision.","I think they could experience any thing if bio-engineering atkanees, But currently that seems like the man hindering foader. And it goes both ways... making animals intell and computas less robotic",[Blank],,,,,,,24,M,1,US Other,Virgin
2024 Field Notes Images,K2 - Diversity & Inclusion,IMG_3109.HEIC,1,Q1: 13 | Q2: Female | Q3: Costa Rica | Q4: 4 | Q5: No | Q6: No. Where I live we Keep it pretty natural. | Q7: [Blank],13,Female,Costa Rica,4,No,No. Where I live we Keep it pretty natural.,[Blank],,,,,,,,,13,F,4,Local/West,Veteran
2024 Field Notes Images,K2 - Diversity & Inclusion,IMG_3108.HEIC,1,"Q1: 36 | Q2: Male | Q3: Russia, Saint-Peterburg. | Q4: Only one =] | Q5: No | Q6: No | Q7: No | Q8: Little bit, it's my usual. dressing, when I live in bali",36,Male,"Russia, Saint-Peterburg.",Only one =],No,No,No,"Little bit, it's my usual. dressing, when I live in bali",,,,,,,,36,M,,US Other,Unknown
2024 Field Notes Images,D2 - Boundaries of Humanity,IMG_2998.HEIC,1,"Q1: 48 | Q2: F | Q3: Austin, TX | Q4: [Blank] | Q5: Feelings, emotions, complex preasing | Q6: Feelings, emotions, the higher ability to eur | Q7: Very interesting que queshon. A machine can be taught the ""nghe"" way to recet or handle a rakety of stuations but Move me a bumps going to be authors that might contourd the program Cconficting ways to hande serotting). But then again, I guess humans face the same challerges. So perhaps He answer is yoh | Q8: [Blank] | Q9: The painfulness of beng rejected by Someone you love. The pressure to be a Something you're not, conflioning emotions of Wanting to mean Something or be more. | Q9: [Blank]",48,F,"Austin, TX",[Blank],"Feelings, emotions, complex preasing","Feelings, emotions, the higher ability to eur","Very interesting que queshon. A machine can be taught the ""nghe"" way to recet or handle a rakety of stuations but Move me a bumps going to be authors that might contourd the program Cconficting ways to hande serotting). But then again, I guess humans face the same challerges. So perhaps He answer is yoh",[Blank],[Blank],,,,,,,48,F,,US Other,Unknown
2024 Field Notes Images,D2 - Boundaries of Humanity,IMG_2998.HEIC,2,Q1: 27♡ | Q2: Human♡ | Q3: Mexico♡ | Q4: First time | Q5: what? | Q6: LOVE and Drugs | Q7: NO | Q8: Magic | Q9: Because of the Pink Lemonade,27♡,Human♡,Mexico♡,First time,what?,LOVE and Drugs,NO,Magic,Because of the Pink Lemonade,,,,,,,27,O,1,US Other,Virgin
2024 Field Notes Images,D2 - Boundaries of Humanity,IMG_3003.HEIC,1,Q1: 60 | Q2: MALE | Q3: SAN JOSE CA | Q4: TWICE | Q5: CHOOSE TO EMPATHIZE | Q6: RETRO SPECT | Q7: NO | Q8: EMURONAL PAIL,60,MALE,SAN JOSE CA,TWICE,CHOOSE TO EMPATHIZE,RETRO SPECT,NO,EMURONAL PAIL,,,,,,,,60,M,,Local/West,Unknown
2024 Field Notes Images,D2 - Boundaries of Humanity,IMG_3003.HEIC,2,Q9: I lived with a human for 25 years who had no ability to feel emotion He who robotic and said he had a big empty. black hole inside him and that he only felt fear Everything else he thought. I never sow any true emotion in him.,,,,,,,,,I lived with a human for 25 years who had no ability to feel emotion He who robotic and said he had a big empty. black hole inside him and that he only felt fear Everything else he thought. I never sow any true emotion in him.,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,K2 - Diversity & Inclusion,IMG_3105.HEIC,1,Q1: 30 | Q2: F | Q3: Toronto ON Canada | Q4: 4 | Q5: Yes - business vs Casual dress informs formality of conversation | Q6: Yes - dressing for work or going out at night to match dress code. | Q7: Not really | Q8: Dressing more modestly for volunteer shifts.,30,F,Toronto ON Canada,4,Yes - business vs Casual dress informs formality of conversation,Yes - dressing for work or going out at night to match dress code.,Not really,Dressing more modestly for volunteer shifts.,,,,,,,,30,F,4,Local/West,Veteran
2024 Field Notes Images,K2 - Diversity & Inclusion,IMG_3110.HEIC,1,"Q1: 35 | Q2: F | Q3: France | Q4: First time! | Q5: No, | Q6: Suits at the office | Q7: No. | Q8: Lights!",35,F,France,First time!,"No,",Suits at the office,No.,Lights!,,,,,,,,35,F,1,International,Virgin
2024 Field Notes Images,K2 - Diversity & Inclusion,IMG_3106.HEIC,1,Q1: 25 | Q2: MALE | Q3: MOROCCO | Q4: 2 | Q5: [Illegible] | Q6: No | Q7: YES! MY ENGLISH IS NOTT Hot GOOD | Q8: No,25,MALE,MOROCCO,2,[Illegible],No,YES! MY ENGLISH IS NOTT Hot GOOD,No,,,,,,,,25,M,2,US Other,Sophomore
2024 Field Notes Images,K2 - Diversity & Inclusion,IMG_3106.HEIC,2,Q1: 74 | Q2: Male | Q3: Ohio | Q4: 3 | Q5: Yes | Q6: No | Q7: No | Q8: No,74,Male,Ohio,3,Yes,No,No,No,,,,,,,,74,M,3,US Other,Sophomore
2024 Field Notes Images,J2 - Survival,IMG_3094.HEIC,1,Q1: 65 years | Q2: F | Q3: San Rafael CA | Q4: 13 | Q5: Bike | Q6: cleaning Vinegar | Q7: 21 days | Q8: Parents-companionship - problem solving | Q9: vralgas fun times,65 years,F,San Rafael CA,13,Bike,cleaning Vinegar,21 days,Parents-companionship - problem solving vralgas fun times,,,,,,,,65,F,13,Local/West,Elder
2024 Field Notes Images,J2 - Survival,IMG_3098.HEIC,1,Q1: 22 | Q2: M | Q3: Denver | Q4: 1 | Q5: Bike | Q6: Don't knun | Q7: 13 | Q8: Everything. Social Connection,22,M,Denver,1,Bike,Don't knun,13,Everything. Social Connection,,,,,,,,22,M,1,Local/West,Virgin
2024 Field Notes Images,J2 - Survival,IMG_3099.HEIC,1,Q1: 41 | Q2: male | Q3: NYC | Q4: 6 | Q5: Bite | Q6: Self | Q7: 2 weeks | Q8: I always Rorgot sometry,41,male,NYC,6,Bite,Self,2 weeks,I always Rorgot sometry,,,,,,,,41,M,6,US Other,Veteran
2024 Field Notes Images,K2 - Diversity & Inclusion,IMG_3113.HEIC,1,"Q1: 54 | Q2: Male | Q3: Camano Island, WA | Q4: 8 | Q5: Yes-Hearing Impaired, I'm in that ""gray area"" between the deaf community and the ""hearing world."" I'm also a priviledged white male WASP | Q6: I'm sure I have, but can't think of specific examples | Q7: Being more ""Clean cut"" I sometimes feel I'm suspected of being an undercover law enforcer | Q8: Wardrobe more ""flamboyant/ colorful"" possibly as means of showing I'm ""far from normal.""",54,Male,"Camano Island, WA",8,"Yes-Hearing Impaired, I'm in that ""gray area"" between the deaf community and the ""hearing world."" I'm also a priviledged white male WASP","I'm sure I have, but can't think of specific examples","Being more ""Clean cut"" I sometimes feel I'm suspected of being an undercover law enforcer","Wardrobe more ""flamboyant/ colorful"" possibly as means of showing I'm ""far from normal.""",,,,,,,,54,M,8,Local/West,Veteran
2024 Field Notes Images,K2 - Diversity & Inclusion,IMG_3113.HEIC,2,"Q1: 34 | Q2: Male | Q3: Sonoma County, California | Q4: 16 | Q5: I am white and I dress casuals, I feel like my experiences here have been great. Not sure if being whit has something to do with this | Q6: Nothing too crazy, I used to get a mohawk before every born. Cant say if that has had an impact on my experience | Q7: I dont think so but maybe there is some white privledge I am not aware of | Q8: No",34,Male,"Sonoma County, California",16,"I am white and I dress casuals, I feel like my experiences here have been great. Not sure if being whit has something to do with this","Nothing too crazy, I used to get a mohawk before every born. Cant say if that has had an impact on my experience",I dont think so but maybe there is some white privledge I am not aware of,No,,,,,,,,34,M,16,Local/West,Elder
2024 Field Notes Images,K2 - Diversity & Inclusion,IMG_3111.HEIC,1,"Q1: 24 today, but 25 on 8/30 | Q2: Female | Q3: San Diego, California | Q4: First timer! | Q5: Yes, feeling more related to Mexican Culture it is often hard to navigate life in the U.S. | Q6: NO.. | Q7: Not at all. I feel free and accepted all the time, | Q8: No.","24 today, but 25 on 8/30",Female,"San Diego, California",First timer!,"Yes, feeling more related to Mexican Culture it is often hard to navigate life in the U.S.",NO..,"Not at all. I feel free and accepted all the time,",No.,,,,,,,,24,F,1,Local/West,Virgin
2024 Field Notes Images,K2 - Diversity & Inclusion,IMG_3111.HEIC,2,Q1: 34 | Q2: Male | Q3: Merrec | Q4: 1st | Q5: [Illegible] | Q6: Absolutely! I Love to experianet w/ ay look. I also Notice I take on munerisus of those around me after a while. | Q7: No. | Q8: No this place brings out and Helps to DEFINE my ID and How I walk through life,34,Male,Merrec,1st,[Illegible],Absolutely! I Love to experianet w/ ay look. I also Notice I take on munerisus of those around me after a while.,No.,No this place brings out and Helps to DEFINE my ID and How I walk through life,,,,,,,,34,M,1,US Other,Virgin
2024 Field Notes Images,J2 - Survival,IMG_3095.HEIC,1,"Q1: 33 y.o. | Q2: male | Q3: SF Bay Area | Q4: 5 times | Q5: headlamp | Q6: pool noodle | Q7: 10 days | Q8: my community helps me feel grounded, inspired, and open minded.",33 y.o.,male,SF Bay Area,5 times,headlamp,pool noodle,10 days,"my community helps me feel grounded, inspired, and open minded.",,,,,,,,33,M,5,Local/West,Veteran
2024 Field Notes Images,J2 - Survival,IMG_3095.HEIC,2,"Q1: 22 years | Q2: Male | Q3: Sacramento | Q4: 3 Official, I renegade | Q5: Extra batteries | Q6: Lizard onesie for cold nights | Q7: 2 weeks | Q8: Kindness in the randon encounters of each and every person you meet",22 years,Male,Sacramento,"3 Official, I renegade",Extra batteries,Lizard onesie for cold nights,2 weeks,Kindness in the randon encounters of each and every person you meet,,,,,,,,22,M,3,US Other,Sophomore
2024 Field Notes Images,J2 - Survival,IMG_3102.HEIC,1,"Q1: 27 yrs | Q2: Male | Q3: Cologne, Germany | Q4: 1 | Q5: Benjamin | Q6: None | Q7: 3 | Q8: Bose them around with love ♡",27 yrs,Male,"Cologne, Germany",1,Benjamin,None,3,Bose them around with love ♡,,,,,,,,27,M,1,International,Virgin
2024 Field Notes Images,J2 - Survival,IMG_3102.HEIC,2,Q1: 30 years | Q2: Male | Q3: Sw Francisco | Q4: 3 | Q5: bike | Q6: dino onesie | Q7: 4 days | Q8: rely on camp for food/ water.,30 years,Male,Sw Francisco,3,bike,dino onesie,4 days,rely on camp for food/ water.,,,,,,,,30,M,3,US Other,Sophomore
2024 Field Notes Images,J2 - Survival,IMG_3088.HEIC,1,"Q1: 38 | Q2: F | Q3: Sierra Vista, Az | Q4: 1 | Q5: Camelbak | Q6: 3 kinds of mouthwash | Q7: Honestly, probably a month | Q8: Info about BM from Vets their advie is inkelvable & learning about its evolution. I am a sponge.",38,F,"Sierra Vista, Az",1,Camelbak,3 kinds of mouthwash,"Honestly, probably a month",Info about BM from Vets their advie is inkelvable & learning about its evolution. I am a sponge.,,,,,,,,38,F,1,US Other,Virgin
2024 Field Notes Images,J2 - Survival,IMG_3088.HEIC,2,"Q1: 30 | Q2: female | Q3: Reno, NV | Q4: 11 | Q5: frozen water jugs | Q6: Wubble ball | Q7: probably 20-30 | Q8: I try not to rely on anyone for anything except companionship",30,female,"Reno, NV",11,frozen water jugs,Wubble ball,probably 20-30,I try not to rely on anyone for anything except companionship,,,,,,,,30,F,11,Local/West,Elder
2024 Field Notes Images,J2 - Survival,IMG_3088.HEIC,3,Q1: 37 | Q2: M | Q3: Portland OR | Q4: 2 | Q5: Mosk | Q6: A Car Port | Q7: 14 Days | Q8: I holy on the teed & MUSIC,37,M,Portland OR,2,Mosk,A Car Port,14 Days,I holy on the teed & MUSIC,,,,,,,,37,M,2,Local/West,Sophomore
2024 Field Notes Images,J2 - Survival,IMG_3088.HEIC,4,Q1: 45 | Q2: M | Q3: San Diego | Q4: 4 | Q5: Ghoe | Q6: No Judgement | Q7: Full Burn | Q8: Gifting & Cove,45,M,San Diego,4,Ghoe,No Judgement,Full Burn,Gifting & Cove,,,,,,,,45,M,4,US Other,Veteran
2024 Field Notes Images,J2 - Survival,IMG_3086.HEIC,1,No entries found,,,,,,,,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,J2 - Survival,IMG_3103.HEIC,1,"Q1: 29 | Q2: Male | Q3: Boston | Q4: 1 | Q5: Big fucking water jug (honorable mentions: carabiners, impact driver) | Q6: IDK | Q7: 7-10 days | Q8: ask for tools/batteries",29,Male,Boston,1,"Big fucking water jug (honorable mentions: carabiners, impact driver)",IDK,7-10 days,ask for tools/batteries,,,,,,,,29,M,1,US Other,Virgin
2024 Field Notes Images,J2 - Survival,IMG_3100.HEIC,1,No entries found,,,,,,,,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,J2 - Survival,IMG_3093.HEIC,1,Q1: 40 | Q2: Female | Q3: Canada - Kelowna BC | Q4: This is my 2nd time | Q5: my tent | Q6: massage gun (my fav thing) | Q7: I believe 2 weeks | Q8: I try to be as self reliant as possible but having cooked food gifted is a wonderful treat,40,Female,Canada - Kelowna BC,This is my 2nd time,my tent,massage gun (my fav thing),I believe 2 weeks,I try to be as self reliant as possible but having cooked food gifted is a wonderful treat,,,,,,,,40,F,2,Local/West,Sophomore
2024 Field Notes Images,J2 - Survival,IMG_3092.HEIC,1,"Q1: 32 | Q2: M | Q3: Nevada City, CA | Q4: 3 | Q5: sunglasses | Q6: ? | Q7: 10 | Q8: I do not",32,M,"Nevada City, CA",3,sunglasses,?,10,I do not,,,,,,,,32,M,3,Local/West,Sophomore
2024 Field Notes Images,J2 - Survival,IMG_3092.HEIC,2,"Q1: 31 | Q2: M | Q3: Petaluma, CA | Q4: 10 | Q5: electric unicycle | Q6: Soldering iron, polaroid photo printer | Q7: 10 | Q8: shared food, water, shade",31,M,"Petaluma, CA",10,electric unicycle,"Soldering iron, polaroid photo printer",10,"shared food, water, shade",,,,,,,,31,M,10,Local/West,Elder
2024 Field Notes Images,J2 - Survival,IMG_3092.HEIC,3,Q1: 18 | Q2: Male | Q3: ibiza (Spain) | Q4: 2 tines | Q5: Me | Q6: Spirulin | Q7: 7H | Q8: My hands,18,Male,ibiza (Spain),2 tines,Me,Spirulin,7H,My hands,,,,,,,,18,M,2,US Other,Sophomore
2024 Field Notes Images,J2 - Survival,IMG_3090.HEIC,1,Q1: 38 | Q2: F | Q3: Russia | Q4: 1 | Q5: No | Q6: No | Q7: No | Q8: [Blank],38,F,Russia,1,No,No,No,[Blank],,,,,,,,38,F,1,US Other,Virgin
2024 Field Notes Images,J2 - Survival,IMG_3090.HEIC,2,Q1: 49 | Q2: Male | Q3: Los Angeles | Q4: 2 | Q5: Sprinter Van | Q6: [Blank] | Q7: 30 days | Q8: Give + receive Love and fill in to oters what is missly and veceive from dus wot is missiy,49,Male,Los Angeles,2,Sprinter Van,[Blank],30 days,Give + receive Love and fill in to oters what is missly and veceive from dus wot is missiy,,,,,,,,49,M,2,Local/West,Sophomore
2024 Field Notes Images,J2 - Survival,IMG_3089.HEIC,1,Q1: 40 | Q2: F | Q3: REVO | Q4: 20 | Q5: EBIKG | Q6: ? | Q7: 20 | Q8: ENTERTAINMENT,40,F,REVO,20,EBIKG,?,20,ENTERTAINMENT,,,,,,,,40,F,20,US Other,Elder
2024 Field Notes Images,J2 - Survival,IMG_3089.HEIC,2,Q1: 44 | Q2: female | Q3: Seattle but I'm colaubian | Q4: 5 | Q5: Bike | Q6: skincare products | Q7: 10 days | Q8: A lot!! My cavup works so hard so we can have an amazing and safe burn,44,female,Seattle but I'm colaubian,5,Bike,skincare products,10 days,A lot!! My cavup works so hard so we can have an amazing and safe burn,,,,,,,,44,F,5,Local/West,Veteran
2024 Field Notes Images,J2 - Survival,IMG_3101.HEIC,1,Q1: 37 | Q2: m | Q3: NY | Q4: 1 | Q5: Bandaids! | Q6: nail clippers (you'd be surprised at | Q7: Mdays | Q8: /ely on the emotional/Joyous vibes of my community) hobiny providade,37,m,NY,1,Bandaids!,nail clippers (you'd be surprised at,Mdays,/ely on the emotional/Joyous vibes of my community) hobiny providade,,,,,,,,37,M,1,US Other,Virgin
2024 Field Notes Images,J2 - Survival,IMG_3101.HEIC,2,Q1: 34 | Q2: m | Q3: EIKO NU | Q4: 7 | Q5: myself | Q6: now. versatile of a tool those are) | Q7: 14 | Q8: I look out for others & in turn the playa has always fourd a way to Provide in return,34,m,EIKO NU,7,myself,now. versatile of a tool those are),14,I look out for others & in turn the playa has always fourd a way to Provide in return,,,,,,,,34,M,7,US Other,Veteran
2024 Field Notes Images,J2 - Survival,IMG_3091.HEIC,1,Q1: 36 | Q2: Tenda | Q3: Spain | Q4: First Time!! | Q5: Shoes | Q6: Mask | Q7: I hope a lot | Q8: To be KL...,36,Tenda,Spain,First Time!!,Shoes,Mask,I hope a lot,To be KL...,,,,,,,,36,O,1,US Other,Virgin
2024 Field Notes Images,J2 - Survival,IMG_3091.HEIC,2,Q1: 51 | Q2: MALE | Q3: CACI | Q4: 11 | Q5: MOHO | Q6: MY WIFE | Q7: 1 month | Q8: A Lot of!,51,MALE,CACI,11,MOHO,MY WIFE,1 month,A Lot of!,,,,,,,,51,M,11,Local/West,Elder
2024 Field Notes Images,J2 - Survival,IMG_3097.HEIC,1,Q1: 39 | Q2: male | Q3: Sacramento | Q4: 1 | Q5: water | Q6: belly bottar fanny | Q7: 7 | Q8: Food/ice,39,male,Sacramento,1,water,belly bottar fanny,7,Food/ice,,,,,,,,39,M,1,US Other,Virgin
2024 Field Notes Images,J2 - Survival,IMG_3097.HEIC,2,Q1: 29 | Q2: F | Q3: LA | Q4: 1 | Q5: shower | Q6: water backpack | Q7: 9 | Q8: nit much,29,F,LA,1,shower,water backpack,9,nit much,,,,,,,,29,F,1,Local/West,Virgin
2024 Field Notes Images,C2 - Emotions,IMG_2974.HEIC,1,"Q1: 46 | Q2: Male | Q3: Sydney, Australia | Q4: First time | Q5: Craftitude | Q6: Recalling last night | Q7: No crying yet | Q8: Arriving on the playa",46,Male,"Sydney, Australia",First time,Craftitude,Recalling last night,No crying yet,Arriving on the playa,,,,,,,,46,M,1,International,Virgin
2024 Field Notes Images,C2 - Emotions,IMG_2980.HEIC,1,"Q1: 68 & going strong | Q2: F | Q3: So, Lake Tahoe, CA | Q4: [Illegible] | Q5: Happy, Loving, engaging | Q6: Camp mate doing"" Happy Dance"" | Q7: Nothing as of yet | Q8: The ""Heart"" display | Q9: The Stained Glass Display",68 & going strong,F,"So, Lake Tahoe, CA",[Illegible],"Happy, Loving, engaging","Camp mate doing"" Happy Dance""",Nothing as of yet,"The ""Heart"" display The Stained Glass Display",,,,,,,,68,F,,Local/West,Unknown
2024 Field Notes Images,C2 - Emotions,IMG_2980.HEIC,2,Q1: 54 | Q2: M | Q3: CAN | Q4: 6 | Q5: PEACE | Q6: MY FRIEND | Q7: DUST | Q8: SUNRISE,54,M,CAN,6,PEACE,MY FRIEND,DUST,SUNRISE,,,,,,,,54,M,6,Local/West,Veteran
2024 Field Notes Images,C2 - Emotions,IMG_2975.HEIC,1,"Q1: 41 | Q2: Non-Binary | Q3: Phoenix, AZ | Q4: 3 | Q5: Joy, despair, love, hope, peace, terror | Q6: Me when I said something and the next text had it on the side | Q7: Rainbow swinging on swings and seeing her big smile. | Q8: How great Rampart Medical care is",41,Non-Binary,"Phoenix, AZ",3,"Joy, despair, love, hope, peace, terror",Me when I said something and the next text had it on the side,Rainbow swinging on swings and seeing her big smile.,How great Rampart Medical care is,,,,,,,,41,NB,3,US Other,Sophomore
2024 Field Notes Images,C2 - Emotions,IMG_2975.HEIC,2,"Q1: 62 | Q2: Male | Q3: Encinitas CA | Q4: 11 | Q5: Excitement, Wonder, Pain | Q6: Laugh - Seeing Darwin strapped to the top of the pyramid. | Q8: Heavy a DJ loved rocking his skills to an awesome crowd.",62,Male,Encinitas CA,11,"Excitement, Wonder, Pain",Laugh - Seeing Darwin strapped to the top of the pyramid.,,Heavy a DJ loved rocking his skills to an awesome crowd.,,,,,,,,62,M,11,Local/West,Elder
2024 Field Notes Images,C2 - Emotions,IMG_2979.HEIC,1,"Q1: 25 | Q2: Male | Q3: Seattle, WA | Q4: 3 | Q5: Soy, Amarement, Sudness, Oxhaustion, | Q6: The Lone puppet Sha | Q7: Bemy overahelmed | Q8: The come burnmy",25,Male,"Seattle, WA",3,"Soy, Amarement, Sudness, Oxhaustion,",The Lone puppet Sha,Bemy overahelmed,The come burnmy,,,,,,,,25,M,3,US Other,Sophomore
2024 Field Notes Images,C2 - Emotions,IMG_2979.HEIC,2,Q1: age=58 | Q2: I am female | Q3: I leave in Orlando Florida | Q4: I have only been in 2024 | Q5: I feel awesome | Q6: Many | Q7: Nothing! It is so awesome | Q8: being here!,age=58,I am female,I leave in Orlando Florida,I have only been in 2024,I feel awesome,Many,Nothing! It is so awesome,being here!,,,,,,,,58,O,2024,Local/West,Elder
2024 Field Notes Images,C2 - Emotions,IMG_2981.HEIC,1,Q1: 1022 | Q2: Male | Q3: California | Q4: Ist time | Q5: I feel Joy and a sense of spiritualism from the history of playa | Q6: The cone | Q7: Almost got lost in playu at I am alone | Q8: The vast exploration,1022,Male,California,Ist time,I feel Joy and a sense of spiritualism from the history of playa,The cone,Almost got lost in playu at I am alone,The vast exploration,,,,,,,,,M,,Local/West,Unknown
2024 Field Notes Images,J2 - Survival,IMG_3087.HEIC,1,Q1: [Illegible] | Q2: f | Q3: Toronto | Q4: 10 | Q5: open mind ready to embrace new strategies for emotional development | Q6: solar power generators | Q7: 2 weeks | Q8: Community - at home help assembling shade,[Illegible],f,Toronto,10,open mind ready to embrace new strategies for emotional development,solar power generators,2 weeks,Community - at home help assembling shade,,,,,,,,,F,10,US Other,Elder
2024 Field Notes Images,J2 - Survival,IMG_3087.HEIC,2,Q1: 60 | Q2: male | Q3: OH10 | Q4: 2 | Q5: Bike | Q6: collapsible cup | Q7: 3.5wks Based on fluid | Q8: nere independant,60,male,OH10,2,Bike,collapsible cup,3.5wks Based on fluid,nere independant,,,,,,,,60,M,2,US Other,Sophomore
2024 Field Notes Images,J2 - Survival,IMG_3087.HEIC,3,"Q1: 25 | Q2: Non-binary | Q3: Littleton, CO | Q4: 2 | Q5: wet wipes | Q6: saline nasal spray | Q7: 12 days | Q8: rely on support for helping set up shade structure and for fun/emotional Community",25,Non-binary,"Littleton, CO",2,wet wipes,saline nasal spray,12 days,rely on support for helping set up shade structure and for fun/emotional Community,,,,,,,,25,NB,2,US Other,Sophomore
